year,state,county_name,county_lat,county_long,jurisdiction,precinct,party,votes
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN TWP|10,constitution,1
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN TWP|10,Democratic-Farmer-Labor,154
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN TWP|10,american delta,0
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN TWP|10,libertarian,18
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN TWP|10,green,5
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN TWP|10,republican,356
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN TWP|10,,4
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN TWP|10,Independence,7
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN TWP|10,Socialist Workers,0
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN TWP|10,Legal Marijuana Now,2
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN|5,constitution,3
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN|5,Democratic-Farmer-Labor,358
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN|5,american delta,0
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN|5,libertarian,36
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN|5,green,2
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN|5,republican,552
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN|5,,6
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN|5,Independence,21
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN|5,Socialist Workers,1
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,AITKIN|5,Legal Marijuana Now,7
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALL BLUFF TWP|15,constitution,0
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALL BLUFF TWP|15,Democratic-Farmer-Labor,57
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALL BLUFF TWP|15,american delta,0
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALL BLUFF TWP|15,libertarian,6
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALL BLUFF TWP|15,green,1
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALL BLUFF TWP|15,republican,96
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALL BLUFF TWP|15,,1
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALL BLUFF TWP|15,Independence,2
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALL BLUFF TWP|15,Socialist Workers,0
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALL BLUFF TWP|15,Legal Marijuana Now,1
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALSAM TWP|20,constitution,0
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALSAM TWP|20,Democratic-Farmer-Labor,8
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALSAM TWP|20,american delta,0
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALSAM TWP|20,libertarian,0
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALSAM TWP|20,green,0
2016,Minnesota,Aitkin County,46.602446,-93.41976,Aitkin,BALSAM TWP|20,republican,9
